Invoice_ID,Client_ID,Invoice_Date,Filing_Date,Amount,VAT_Rate,VAT_Amount,Category,Region,Filing_Status,Compliance_Flag,Risk_Score,Annual_Turnover,Amount_to_Turnover_Ratio,VAT_to_Amount_Ratio,Refund_Eligible,Refund_Amount,Is_Anomaly,Data_Source
INV-2025-09803,CLI-4436,2025-02-23,2025-03-20,76164.67,5%,3808.23,Healthcare,North,Late,Compliant,60,54670195.06,0.001393,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06830,CLI-2142,2025-02-23,2025-03-03,32390.35,18%,5830.26,FMCG,South,On Time,Compliant,20,24845202.55,0.001304,0.18,Yes,4653.93,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16384,CLI-4244,2025-02-23,2025-04-02,165759.54,12%,19891.14,Education,West,On Time,Compliant,29,81773914.37,0.002027,0.12,Yes,13342.89,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21490,CLI-6943,2025-02-23,2025-03-28,154532.45,12%,18543.89,Pharmaceuticals,West,On Time,Compliant,15,114432390.73,0.00135,0.12,Yes,13590.42,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09402,CLI-5949,2025-02-23,2025-03-30,76122.0,18%,13701.96,FMCG,South,On Time,Compliant,40,48844975.92,0.001558,0.18,Yes,10087.79,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05580,CLI-9622,2025-02-23,2025-03-02,305582.28,12%,36669.87,Manufacturing,West,On Time,Compliant,25,254980037.94,0.001198,0.12,Yes,25603.83,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06838,CLI-6301,2025-02-23,2025-04-06,72579.5,5%,3628.98,Retail,North,Late,Compliant,45,42740499.51,0.001698,0.05,Yes,2214.11,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19080,CLI-6652,2025-02-23,2025-02-28,268521.33,12%,32222.56,Pharmaceuticals,North,On Time,Non-Compliant,48,44206677.7,0.006074,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05432,CLI-7767,2025-02-23,2025-03-26,104005.37,12%,12480.64,FMCG,West,Late,Compliant,47,84426922.45,0.001232,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21880,CLI-4718,2025-02-23,2025-02-24,233168.14,5%,11658.41,IT Services,South,On Time,Compliant,20,142646758.75,0.001635,0.05,Yes,10225.25,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15464,CLI-2019,2025-02-23,2025-03-06,257914.33,12%,30949.72,Manufacturing,North,On Time,Compliant,16,67299237.16,0.003832,0.12,Yes,24262.52,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23040,CLI-7818,2025-02-23,2025-04-06,105842.62,5%,5292.13,Pharmaceuticals,East,On Time,Non-Compliant,60,79022926.57,0.001339,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21462,CLI-3190,2025-02-23,2025-03-05,83323.39,5%,4166.17,IT Services,West,On Time,Compliant,29,37753647.65,0.002207,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19766,CLI-9149,2025-02-23,2025-04-01,377809.76,18%,68005.76,Manufacturing,West,On Time,Compliant,37,38150084.05,0.009903,0.18,Yes,58496.43,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24663,CLI-4064,2025-02-23,2025-02-24,180762.92,12%,21691.55,Pharmaceuticals,South,On Time,Compliant,35,68950581.58,0.002622,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06154,CLI-8654,2025-02-23,2025-03-17,25552.73,18%,4599.49,Retail,East,On Time,Compliant,44,22328934.97,0.001144,0.18,Yes,2866.63,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19005,CLI-2888,2025-02-23,2025-03-18,247888.34,12%,29746.6,Pharmaceuticals,South,On Time,Compliant,26,25404562.01,0.009758,0.12,Yes,26195.8,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08938,CLI-7260,2025-02-23,2025-03-29,61607.58,18%,11089.36,Hospitality,East,On Time,Compliant,43,13183694.26,0.004673,0.18,Yes,9381.81,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12005,CLI-2324,2025-02-23,2025-03-13,84153.44,18%,15147.62,Hospitality,South,Late,Compliant,46,13110758.88,0.006419,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21461,CLI-8919,2025-02-23,2025-04-06,157804.64,28%,44185.3,IT Services,West,On Time,Compliant,15,44185461.51,0.003571,0.28,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14873,CLI-6476,2025-02-23,2025-04-03,123774.43,28%,34656.84,Manufacturing,East,Late,Non-Compliant,90,104395909.95,0.001186,0.28,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00757,CLI-3389,2025-02-23,2025-03-05,71368.56,12%,8564.23,FMCG,West,On Time,Compliant,32,57666212.51,0.001238,0.12,Yes,6117.13,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16229,CLI-3690,2025-02-23,2025-03-06,136307.67,5%,6815.38,Manufacturing,East,On Time,Compliant,29,19495879.42,0.006992,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21394,CLI-5997,2025-02-23,2025-04-01,212168.92,5%,10608.45,Pharmaceuticals,East,On Time,Compliant,30,98905706.62,0.002145,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03894,CLI-8753,2025-02-23,2025-03-19,63930.02,12%,7671.6,Retail,West,On Time,Compliant,35,2437816.3,0.026224,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10300,CLI-3239,2025-02-23,2025-03-07,53030.02,18%,9545.4,FMCG,East,On Time,Compliant,18,9929860.13,0.00534,0.18,Yes,6040.02,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07871,CLI-3957,2025-02-23,2025-04-07,40669.51,12%,4880.34,Hospitality,West,On Time,Compliant,22,878975.35,0.046269,0.12,Yes,4014.98,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16213,CLI-8395,2025-02-23,2025-03-16,145813.81,18%,26246.49,Hospitality,South,On Time,Compliant,27,53577455.17,0.002722,0.18,Yes,17962.68,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14836,CLI-8990,2025-02-23,2025-04-06,120496.13,12%,14459.54,Pharmaceuticals,South,On Time,Compliant,29,99914618.35,0.001206,0.12,Yes,9219.87,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11298,CLI-6578,2025-02-23,2025-04-05,159839.19,18%,28771.05,IT Services,West,On Time,Compliant,16,146097605.99,0.001094,0.18,Yes,22417.86,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06181,CLI-9000,2025-02-23,2025-03-06,103828.19,12%,12459.38,FMCG,North,On Time,Compliant,27,15957006.5,0.006507,0.12,Yes,9253.65,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14908,CLI-8347,2025-02-23,2025-03-30,33169.18,12%,3980.3,FMCG,North,On Time,Compliant,18,7000075.49,0.004738,0.12,Yes,2883.55,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16273,CLI-1652,2025-02-23,2025-03-26,1507221.59,12%,180866.59,Real Estate,North,On Time,Under Review,52,148005396.67,0.010184,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19791,CLI-8259,2025-02-23,2025-03-17,99729.45,18%,17951.3,IT Services,East,On Time,Compliant,44,4734830.44,0.021063,0.18,Yes,14815.8,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05756,CLI-4228,2025-02-23,2025-03-23,37785.11,12%,4534.21,Healthcare,East,Late,Under Review,56,5267602.85,0.007173,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14961,CLI-2369,2025-02-23,2025-03-12,70524.38,5%,3526.22,Retail,East,On Time,Compliant,17,51718324.31,0.001364,0.05,Yes,2308.08,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13573,CLI-2328,2025-02-23,2025-04-03,85351.98,5%,4267.6,Pharmaceuticals,East,On Time,Compliant,27,24129492.3,0.003537,0.05,Yes,3192.86,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10486,CLI-2839,2025-02-24,2025-03-10,329062.7,5%,16453.14,Pharmaceuticals,East,On Time,Non-Compliant,51,297745237.81,0.001105,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07688,CLI-5876,2025-02-24,2025-03-01,49690.41,12%,5962.85,Others,North,On Time,Compliant,34,36034665.79,0.001379,0.12,Yes,3679.85,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19408,CLI-4613,2025-02-24,2025-03-22,133845.02,18%,24092.1,FMCG,West,On Time,Compliant,36,81838745.71,0.001635,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14868,CLI-7924,2025-02-24,2025-03-07,90704.4,18%,16326.79,IT Services,East,Late,Non-Compliant,72,70238735.31,0.001291,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02459,CLI-7452,2025-02-24,2025-03-05,221521.95,18%,39873.95,IT Services,South,On Time,Compliant,15,115851768.9,0.001912,0.18,Yes,34628.59,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14954,CLI-4530,2025-02-24,2025-03-17,126012.53,5%,6300.63,Pharmaceuticals,North,On Time,Non-Compliant,68,97120051.1,0.001297,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08215,CLI-4881,2025-02-24,2025-03-21,112970.97,18%,20334.77,Retail,East,On Time,Compliant,29,28941741.8,0.003903,0.18,Yes,15154.08,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15829,CLI-1646,2025-02-24,2025-02-26,176731.16,12%,21207.74,Pharmaceuticals,South,Late,Compliant,46,90458711.57,0.001954,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19587,CLI-7140,2025-02-24,2025-03-22,107427.91,5%,5371.4,Retail,West,On Time,Non-Compliant,55,89121246.78,0.001205,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24963,CLI-9629,2025-02-24,2025-03-01,36425.4,5%,1821.27,Hospitality,North,On Time,Compliant,39,35976217.71,0.001012,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19370,CLI-9135,2025-02-24,2025-03-27,45328.85,18%,8159.19,Retail,North,On Time,Under Review,34,42484777.42,0.001067,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15208,CLI-7666,2025-02-24,2025-03-06,67498.95,12%,8099.87,Pharmaceuticals,North,On Time,Compliant,17,6964348.2,0.009692,0.12,Yes,5445.37,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08040,CLI-9881,2025-02-24,2025-03-25,210027.43,18%,37804.94,IT Services,West,On Time,Compliant,44,59553591.0,0.003527,0.18,Yes,33581.47,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06716,CLI-9908,2025-02-24,2025-03-23,100045.7,5%,5002.28,Healthcare,West,Late,Compliant,62,70776958.59,0.001414,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08873,CLI-7578,2025-02-24,2025-03-11,52627.41,5%,2631.37,Healthcare,West,Very Late,Non-Compliant,99,37937846.51,0.001387,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11204,CLI-8590,2025-02-24,2025-03-11,112033.53,12%,13444.02,IT Services,South,Late,Compliant,39,82737784.91,0.001354,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17866,CLI-9257,2025-02-24,2025-03-22,137388.29,5%,6869.41,Manufacturing,South,Late,Compliant,52,137250565.34,0.001001,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21416,CLI-9895,2025-02-24,2025-03-06,62431.31,12%,7491.76,Hospitality,South,On Time,Under Review,52,41877162.68,0.001491,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24928,CLI-4422,2025-02-24,2025-03-29,113421.45,12%,13610.57,Retail,South,On Time,Compliant,30,45181486.98,0.00251,0.12,Yes,9660.82,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16486,CLI-2342,2025-02-24,2025-03-08,136943.54,5%,6847.18,Manufacturing,South,On Time,Compliant,15,122657890.24,0.001116,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12554,CLI-1616,2025-02-24,2025-03-23,83791.74,18%,15082.51,IT Services,South,On Time,Compliant,24,13919145.55,0.00602,0.18,Yes,12009.11,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10683,CLI-5295,2025-02-24,2025-04-03,45113.15,12%,5413.58,Healthcare,East,Late,Compliant,41,33806806.24,0.001334,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19659,CLI-1791,2025-02-24,2025-03-18,117003.26,18%,21060.59,Retail,East,On Time,Under Review,33,48112843.49,0.002432,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03838,CLI-8961,2025-02-24,2025-03-21,176164.89,12%,21139.79,Pharmaceuticals,South,On Time,Under Review,55,76244174.53,0.002311,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16200,CLI-5595,2025-02-24,2025-02-27,78820.18,12%,9458.42,Pharmaceuticals,West,On Time,Compliant,30,9443036.79,0.008347,0.12,Yes,6407.71,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02933,CLI-2713,2025-02-24,2025-03-11,76945.91,18%,13850.26,Retail,West,On Time,Compliant,23,7542781.84,0.010201,0.18,Yes,11832.79,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12056,CLI-4955,2025-02-24,2025-03-10,64668.64,12%,7760.24,Retail,West,On Time,Compliant,42,9240865.41,0.006998,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13795,CLI-2505,2025-02-24,2025-04-07,73992.8,5%,3699.64,Pharmaceuticals,South,Late,Compliant,35,63773530.02,0.00116,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06713,CLI-7667,2025-02-24,2025-03-22,383921.53,18%,69105.88,Manufacturing,East,On Time,Compliant,42,251071536.37,0.001529,0.18,Yes,54538.47,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09773,CLI-4770,2025-02-24,2025-03-16,109212.16,5%,5460.61,Pharmaceuticals,North,On Time,Compliant,32,62608298.21,0.001744,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02227,CLI-7813,2025-02-24,2025-03-23,240227.59,5%,12011.38,Pharmaceuticals,East,On Time,Non-Compliant,40,101140461.32,0.002375,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23957,CLI-9007,2025-02-24,2025-03-12,55750.63,5%,2787.53,Retail,South,On Time,Compliant,16,48303817.96,0.001154,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10773,CLI-5854,2025-02-24,2025-02-27,212590.27,5%,10629.51,Manufacturing,North,On Time,Compliant,32,130826286.57,0.001625,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01500,CLI-7179,2025-02-24,2025-03-11,163895.77,5%,8194.79,Retail,South,On Time,Compliant,40,26781067.1,0.00612,0.05,Yes,4941.12,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19378,CLI-3081,2025-02-24,2025-03-14,138991.52,5%,6949.58,Pharmaceuticals,East,On Time,Non-Compliant,65,40190701.39,0.003458,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15974,CLI-2530,2025-02-24,2025-03-09,104571.45,18%,18822.86,IT Services,South,On Time,Non-Compliant,66,22794152.55,0.004588,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08950,CLI-6414,2025-02-24,2025-03-04,157344.67,5%,7867.23,IT Services,West,On Time,Compliant,31,131264709.93,0.001199,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12214,CLI-6539,2025-02-24,2025-04-07,24454.95,12%,2934.59,FMCG,South,Late,Compliant,47,24160310.33,0.001012,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06489,CLI-5632,2025-02-24,2025-03-21,274213.85,18%,49358.49,IT Services,West,On Time,Compliant,19,243522275.9,0.001126,0.18,Yes,30417.35,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11984,CLI-8510,2025-02-24,2025-03-28,97894.88,5%,4894.74,Pharmaceuticals,North,On Time,Compliant,26,49219230.15,0.001989,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06158,CLI-7347,2025-02-24,2025-03-15,83394.82,12%,10007.38,Retail,West,On Time,Compliant,35,63161775.29,0.00132,0.12,Yes,8712.65,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08734,CLI-8010,2025-02-24,2025-03-19,52110.03,18%,9379.81,Retail,East,On Time,Compliant,15,14950017.41,0.003486,0.18,Yes,6308.33,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21720,CLI-6257,2025-02-24,2025-02-28,88693.6,12%,10643.23,Retail,West,Late,Non-Compliant,66,80333434.9,0.001104,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22504,CLI-7801,2025-02-24,2025-04-01,170639.97,12%,20476.8,FMCG,North,On Time,Compliant,44,72432614.94,0.002356,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09101,CLI-4421,2025-02-24,2025-03-05,93832.13,12%,11259.86,Pharmaceuticals,North,On Time,Compliant,22,93514010.58,0.001003,0.12,Yes,6964.89,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05167,CLI-6081,2025-02-24,2025-03-08,166595.7,12%,19991.48,Manufacturing,South,On Time,Compliant,44,67023284.44,0.002486,0.12,Yes,15149.38,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03962,CLI-9882,2025-02-24,2025-04-06,162155.67,5%,8107.78,Manufacturing,North,Late,Non-Compliant,82,141961237.15,0.001142,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05770,CLI-6134,2025-02-24,2025-03-09,111423.94,5%,5571.2,Pharmaceuticals,South,On Time,Compliant,33,77993607.23,0.001429,0.05,Yes,4861.75,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03936,CLI-2794,2025-02-24,2025-03-10,90301.5,5%,4515.07,Manufacturing,South,On Time,Compliant,19,31596734.27,0.002858,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07927,CLI-9534,2025-02-24,2025-03-03,68153.93,5%,3407.7,Manufacturing,East,On Time,Compliant,31,51694813.16,0.001318,0.05,Yes,2840.73,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17621,CLI-4756,2025-02-24,2025-03-24,87933.8,18%,15828.08,Retail,South,On Time,Compliant,44,11382780.89,0.007725,0.18,Yes,13089.43,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17422,CLI-5503,2025-02-24,2025-04-04,35330.63,18%,6359.51,Retail,North,Late,Compliant,37,8775968.57,0.004026,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08748,CLI-4068,2025-02-24,2025-03-13,180446.73,18%,32480.41,Manufacturing,North,On Time,Compliant,44,91513227.28,0.001972,0.18,Yes,27962.25,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06189,CLI-2693,2025-02-24,2025-03-17,52113.77,5%,2605.69,Retail,West,Very Late,Compliant,72,38312377.29,0.00136,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03748,CLI-5019,2025-02-24,2025-02-28,252557.46,12%,30306.9,Manufacturing,West,On Time,Compliant,44,62472677.23,0.004043,0.12,Yes,25237.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15146,CLI-9258,2025-02-24,2025-03-27,110838.87,5%,5541.94,Pharmaceuticals,West,On Time,Compliant,19,87405456.16,0.001268,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06056,CLI-6028,2025-02-24,2025-03-10,137202.5,12%,16464.3,Pharmaceuticals,South,On Time,Compliant,19,12167798.69,0.011276,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12597,CLI-9849,2025-02-24,2025-03-02,110844.84,5%,5542.24,Pharmaceuticals,North,On Time,Compliant,38,35559150.17,0.003117,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10963,CLI-9018,2025-02-24,2025-03-17,121664.64,5%,6083.23,Retail,South,Late,Compliant,64,25100963.34,0.004847,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09785,CLI-5902,2025-02-24,2025-04-10,242222.33,5%,12111.12,Manufacturing,East,On Time,Compliant,17,23180697.98,0.010449,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22825,CLI-6694,2025-02-24,2025-03-08,53106.73,12%,6372.81,Healthcare,West,On Time,Under Review,36,7267840.9,0.007307,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12090,CLI-6665,2025-02-24,2025-03-09,77643.72,5%,3882.19,Healthcare,South,Late,Under Review,64,50217572.88,0.001546,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22136,CLI-1092,2025-02-24,2025-03-12,76948.98,12%,9233.88,Retail,West,On Time,Compliant,43,48490607.76,0.001587,0.12,Yes,6397.38,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20597,CLI-5595,2025-02-24,2025-03-01,96475.71,5%,4823.79,Manufacturing,West,On Time,Compliant,26,60144106.08,0.001604,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19570,CLI-4040,2025-02-24,2025-03-28,125254.68,5%,6262.73,Retail,West,On Time,Compliant,17,99440999.79,0.00126,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23377,CLI-9708,2025-02-24,2025-03-08,108710.48,12%,13045.26,Retail,West,On Time,Compliant,16,105727987.17,0.001028,0.12,Yes,11362.75,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21301,CLI-8829,2025-02-24,2025-03-03,163452.77,5%,8172.64,Pharmaceuticals,South,Late,Compliant,64,111277295.93,0.001469,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13916,CLI-8972,2025-02-24,2025-03-18,65702.42,18%,11826.44,Others,West,On Time,Compliant,17,25212222.41,0.002606,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04922,CLI-5037,2025-02-24,2025-03-22,209980.82,5%,10499.04,Pharmaceuticals,West,On Time,Compliant,31,108894009.83,0.001928,0.05,Yes,6337.59,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01068,CLI-3243,2025-02-24,2025-03-09,173307.55,5%,8665.38,Manufacturing,North,On Time,Compliant,32,73867791.03,0.002346,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04908,CLI-3498,2025-02-24,2025-03-26,331509.92,12%,39781.19,IT Services,North,Late,Under Review,54,108870653.97,0.003045,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00910,CLI-7088,2025-02-24,2025-03-25,119098.3,5%,5954.92,Pharmaceuticals,North,Late,Compliant,50,50687304.72,0.00235,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11596,CLI-8854,2025-02-24,2025-04-10,191034.2,5%,9551.71,IT Services,South,Late,Compliant,46,13764594.59,0.013879,0.05,Yes,6865.59,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22605,CLI-4586,2025-02-24,2025-04-07,144084.34,18%,25935.18,IT Services,East,On Time,Non-Compliant,64,122545614.79,0.001176,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13480,CLI-5726,2025-02-24,2025-03-05,57364.83,5%,2868.24,Healthcare,East,Late,Compliant,38,12761651.53,0.004495,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23155,CLI-9749,2025-02-25,2025-03-03,326440.87,28%,91403.44,Manufacturing,West,Late,Compliant,64,220324270.58,0.001482,0.28,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19822,CLI-1970,2025-02-25,2025-03-13,58486.03,5%,2924.3,Education,West,On Time,Compliant,15,51241489.41,0.001141,0.05,Yes,1859.69,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15799,CLI-7869,2025-02-25,2025-03-15,91867.85,12%,11024.14,Healthcare,North,Late,Under Review,62,58587724.48,0.001568,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20101,CLI-4494,2025-02-25,2025-02-26,365605.37,18%,65808.97,IT Services,East,On Time,Compliant,38,356014815.89,0.001027,0.18,Yes,44891.29,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16194,CLI-7173,2025-02-25,2025-02-28,68420.44,5%,3421.02,Retail,West,On Time,Compliant,18,64439229.23,0.001062,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14989,CLI-1408,2025-02-25,2025-03-08,142848.45,12%,17141.81,Pharmaceuticals,East,On Time,Compliant,44,52994541.61,0.002696,0.12,Yes,13742.2,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20229,CLI-2451,2025-02-25,2025-03-20,152162.32,18%,27389.22,FMCG,West,On Time,Compliant,20,56209398.19,0.002707,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02075,CLI-8698,2025-02-25,2025-02-28,104817.28,18%,18867.11,Retail,West,On Time,Compliant,22,13070493.08,0.008019,0.18,Yes,15411.69,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18993,CLI-5726,2025-02-25,2025-03-17,130372.46,18%,23467.04,Hospitality,South,On Time,Compliant,40,38879121.35,0.003353,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14561,CLI-4674,2025-02-25,2025-03-05,241720.81,18%,43509.75,IT Services,North,On Time,Under Review,54,160446046.51,0.001507,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01155,CLI-7765,2025-02-25,2025-03-19,73765.08,12%,8851.81,Education,North,On Time,Compliant,41,64110388.88,0.001151,0.12,Yes,6616.79,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20353,CLI-3465,2025-02-25,2025-03-06,110872.55,18%,19957.06,Others,South,On Time,Compliant,31,60670549.23,0.001827,0.18,Yes,16694.46,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11649,CLI-7801,2025-02-25,2025-03-21,131414.95,5%,6570.75,IT Services,North,On Time,Under Review,45,125403566.9,0.001048,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12504,CLI-8670,2025-02-25,2025-04-09,174487.62,5%,8724.38,Healthcare,South,On Time,Compliant,38,146970217.4,0.001187,0.05,Yes,5830.88,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19010,CLI-1169,2025-02-25,2025-03-06,135193.48,5%,6759.67,IT Services,South,On Time,Compliant,17,63689262.84,0.002123,0.05,Yes,4321.14,No,Enhanced_Synthetic_with_Real_Patterns
